node_1,node_2,node_3
20484,94453,656389
30114,94453,656389
20484,30114,94453
94453,97139,656389
20484,94453,97139
94453,166706,656389
20484,94453,166706
311,94453,656389
311,20484,94453
20484,177245,656389
37189,177245,656389
20484,37189,177245
90499,94453,656389
11910,60444,656389
11910,177294,656389
15756,177294,656389
11910,15756,177294
61316,95624,656389
617,21132,656389
21132,30132,656389
311,21132,656389
617,30132,656389
311,617,656389
617,21132,30132
311,617,21132
311,21132,30132
311,617,30132
20912,167820,656389
37189,167820,656389
20912,37189,167820
20257,100741,656389
20257,107015,656389
20257,21344,656389
21344,107015,656389
20257,21344,107015
20257,195080,656389
20257,93707,656389
21344,93707,656389
20257,21344,93707
15756,20257,656389
20257,30114,656389
20257,166696,656389
15756,20257,166696
20257,154829,656389
15756,20257,154829
20257,177294,656389
15756,20257,177294
20257,169108,656389
15756,20257,169108
20257,170906,656389
15756,20257,170906
20257,103440,656389
20257,92945,656389
21344,92945,656389
20257,21344,92945
20257,100769,656389
617,20257,656389
617,100769,656389
617,20257,100769
20257,92962,656389
20257,130339,656389
21344,130339,656389
20257,21344,130339
20257,108469,656389
20257,153531,656389
5204,20257,656389
311,20257,656389
20257,20576,656389
617,5204,656389
311,5204,656389
5204,20576,656389
311,20576,656389
617,5204,20257
311,5204,20257
5204,20257,20576
311,617,20257
617,20257,20576
311,20257,20576
311,617,5204
617,5204,20576
311,5204,20576
311,617,20576
20257,30132,656389
5204,30132,656389
5204,20257,30132
617,20257,30132
311,20257,30132
617,5204,30132
311,5204,30132
20257,97139,656389
5204,97139,656389
5204,20257,97139
5204,154829,656389
5204,20257,154829
20257,95573,656389
20257,97110,656389
20257,167769,656389
20257,93660,656389
20257,116548,656389
20257,93660,116548
20257,293475,656389
617,30114,656389
617,20257,30114
20257,656389,656492
20257,93297,656389
21344,93297,656389
30114,93297,656389
21344,30114,656389
20257,21344,93297
20257,30114,93297
20257,21344,30114
21344,30114,93297
20257,166706,656389
93297,166706,656389
21344,166706,656389
20257,93297,166706
20257,21344,166706
21344,93297,166706
93297,97139,656389
21344,97139,656389
20257,93297,97139
20257,21344,97139
21344,93297,97139
311,93297,656389
311,21344,656389
311,20257,93297
311,20257,21344
311,21344,93297
20257,60444,656389
60444,93297,656389
21344,60444,656389
20257,60444,93297
20257,21344,60444
21344,60444,93297
20257,61316,656389
61316,93297,656389
311,61316,656389
20257,61316,93297
311,61316,93297
93297,116548,656389
20257,93297,116548
93297,154829,656389
20257,93297,154829
20257,96019,656389
93297,96019,656389
20257,93297,96019
93297,169108,656389
20257,93297,169108
30132,93297,656389
20257,30132,93297
311,30132,93297
2233,29101,656389
29101,30114,656389
20912,21344,656389
20912,93297,656389
20912,21344,93297
20912,21344,30114
20912,30114,93297
20912,21344,97139
20912,93297,97139
20912,21344,166706
20912,93297,166706
311,20912,21344
311,20912,93297
20912,92945,656389
20912,21344,92945
20912,21344,107015
20912,167755,656389
20912,177294,656389
20912,93297,96019
20912,93297,116548
20912,93297,154829
20912,170935,656389
20912,167609,656389
166696,167609,656389
20912,166696,167609
166706,167609,656389
20912,166706,167609
97139,167609,656389
20912,97139,167609
154829,167609,656389
20912,154829,167609
20912,153531,656389
37189,153531,656389
20912,37189,153531
93297,132535,656389
93707,167609,656389
311,2233,656389
2233,93297,656389
311,2233,93297
617,2233,656389
311,617,2233
93297,167613,656389
18245,21344,656389
617,18245,656389
5204,18245,656389
617,5204,18245
617,18245,30132
5204,18245,30132
18245,21342,656389
617,21342,656389
5204,21342,656389
617,18245,21342
5204,18245,21342
617,5204,21342
37189,60444,656389
21342,195080,656389
21342,166706,656389
21342,94453,656389
21342,94453,166706
21342,97110,656389
311,21342,656389
311,617,21342
311,5204,21342
311,21342,94453
21342,93660,656389
94453,130339,656389
61316,94453,656389
311,61316,94453
94453,108469,656389
1030,1070,60837
1030,1959,9068
3684,4936,33801
3684,4736,33801
3684,4736,4936
3684,4896,33801
3684,4896,4936
3684,4921,33801
3684,4921,4936
3569,4936,33801
4936,9336,33801
3569,3901,33801
3569,9336,33801
3901,9336,33801
3569,3901,4936
3569,4936,9336
3901,4936,9336
3569,3901,9336
4936,33801,133937
3569,33801,133937
3901,33801,133937
3569,4936,133937
3901,4936,133937
3569,3901,133937
3569,17717,33801
3569,4936,17717
3569,3901,17717
4736,33801,133937
4736,4936,133937
3901,4736,133937
4736,9336,33801
4736,4936,9336
3901,4736,9336
1034,1070,23888
1034,6745,11191
1042,5049,39161
1042,6270,60923
20328,33826,90499
33826,95786,104975
2711,33826,106779
11810,33826,38273
11810,18245,33826
11810,20328,33826
11810,12367,33826
11810,33826,60444
33826,38273,95786
33826,48363,95786
12367,33826,95786
12367,33826,48363
12367,48363,95786
6405,33826,95786
2711,33826,117163
12367,19630,33826
5595,33826,167610
12367,33826,167743
6405,33826,167749
12367,20577,33826
12367,33826,75782
20445,32498,33826
2711,20445,33826
21344,33826,38273
18245,21344,33826
2711,21344,33826
2711,18245,33826
2711,18245,21344
21344,33826,75782
21344,33826,97139
5595,21344,33826
20577,21344,33826
5595,20577,33826
2711,5595,33826
2711,20577,33826
5595,20577,21344
2711,5595,21344
2711,20577,21344
2711,5595,20577
21344,33826,60444
5595,33826,60444
5595,21344,60444
6405,21344,33826
5595,6405,33826
5595,6405,21344
21344,33826,136287
5595,20328,33826
20328,33826,62720
5595,33826,62720
5595,20328,62720
20328,20577,33826
2711,20328,33826
5595,20328,20577
2711,5595,20328
2711,20328,20577
1271,20328,33826
1060,6773,22438
1065,2869,14251
1065,3696,11335
1065,1643,11335
1065,1643,3696
1643,3696,11335
1065,2248,3696
1065,2248,3100
1065,3100,3696
1065,9068,9845
1065,4784,9068
1065,4784,9845
4784,9068,9845
1064,1065,3696
1065,3696,14251
1064,1065,3100
1064,1065,14251
1065,3100,14251
1064,3696,14251
3100,3696,14251
1064,3100,14251
1065,2823,3696
1065,1643,2823
1065,3100,62448
1065,1643,3188
1070,16385,52172
1070,3100,52172
3100,16385,52172
1070,9243,50774
1070,7812,19490
1070,6699,11335
1070,10599,41519
1070,1959,5183
1070,5183,9234
1070,1959,9234
1959,5183,9234
1070,5183,11310
1959,5183,11310
1070,5183,52172
1070,3100,5183
3100,5183,52172
1070,5183,5424
1070,5424,9234
5183,5424,9234
1070,5183,28019
1070,3100,28019
3100,5183,28019
1070,1087,10986
1070,3459,14947
1070,4784,9845
1070,2248,10986
1070,10111,61170
1070,3100,26392
1070,8496,52172
1070,11335,26426
1070,1959,61307
1070,1959,5501
1070,3100,5501
1959,3100,5501
1070,1959,10507
1070,1959,11408
1070,1959,11291
1064,1070,1974
1064,1959,1974
1959,10599,11310
1070,1959,10447
1070,1959,11473
1070,1959,10111
1070,22465,52172
1071,4719,23142
24110,27247,33847
33847,75021,296523
33847,78583,296523
311,2233,656474
5694,21250,33886
5694,33886,104957
20235,21066,33890
20235,20722,33890
20722,21066,33890
20235,20722,21066
20235,20790,33890
20790,21066,33890
1125,1169,30210
1125,6441,30210
1125,1169,6441
1169,6441,30210
1125,5447,30210
1125,1169,5447
1169,5447,30210
1125,62253,286468
1125,1160,5447
1125,1160,6441
1125,1160,62200
1125,6441,62200
1160,6441,62200
1125,1160,62257
1125,1160,62262
1125,1160,62173
1125,25873,27045
1125,5447,62229
1125,1945,5274
1125,5274,5447
1125,2153,5274
1125,5274,62257
1125,5274,62290
1125,5274,20722
1125,20722,62290
5274,20722,62290
1125,5274,62270
1125,6441,27045
20257,656490,656503
20257,92263,656490
6624,20257,656490
6624,92263,656490
6624,20257,92263
20257,30114,656490
15756,20257,656490
30114,92263,656490
15756,92263,656490
15756,30114,656490
20257,30114,92263
15756,20257,92263
15756,30114,92263
30114,36073,656490
20257,656503,656547
20257,116548,656503
116548,656503,656547
20257,116548,656547
20257,95658,656503
20257,60444,656503
60444,95658,656503
20257,60444,95658
20257,104302,656503
20257,237870,656503
20257,93297,656503
93297,116548,656503
6405,20257,656503
6405,93297,656503
6405,20257,93297
20257,154829,656503
93297,154829,656503
20257,235119,656503
93297,235119,656503
20257,93297,235119
20257,166706,656503
93297,166706,656503
20257,177363,656503
93297,177363,656503
20257,93297,177363
60444,93297,656503
20257,167641,656503
93297,211809,656503
1148,13025,70144
1148,70146,70149
1148,20059,70152
311,1148,11867
311,1148,11850
311,1148,7828
1148,11850,11867
1148,7828,11867
1148,7828,11850
311,11850,11867
311,7828,11867
311,7828,11850
7828,11850,11867
311,1148,21179
1148,7887,29580
1148,7887,11867
1148,11867,29580
7887,11867,29580
1148,7888,106714
1148,20563,106714
311,1160,29313
311,1160,20328
1160,20328,29313
311,20328,29313
311,1160,5595
1160,5595,20328
311,5595,20328
1160,6441,18245
617,1160,18245
1160,11810,18245
617,1160,6441
1160,6441,11810
617,1160,11810
617,6441,18245
6441,11810,18245
617,11810,18245
617,6441,11810
1160,18245,23130
1160,6441,23130
1160,11810,23130
6441,18245,23130
11810,18245,23130
6441,11810,23130
1160,20328,23130
1160,11810,20328
11810,20328,23130
1160,5595,23130
5595,20328,23130
1160,5595,6441
5595,6441,23130
1160,5595,62200
5595,6441,62200
1160,20068,62200
1161,38532,46683
1161,21066,46683
21066,38532,46683
1161,38532,73207
1161,21066,73207
21066,38532,73207
1161,2711,38532
1161,21069,38532
1161,2711,21066
1161,21066,21069
1161,2711,20235
1161,2711,20790
1161,2711,16173
1161,2711,21069
1161,20235,21069
1161,20790,21069
1161,16173,21069
2711,21066,38532
21066,21069,38532
2711,20235,38532
2711,20790,38532
2711,16173,38532
2711,21069,38532
20235,21069,38532
20790,21069,38532
16173,21069,38532
2711,20235,21066
2711,20790,21066
2711,16173,21066
2711,21066,21069
20235,21066,21069
20790,21066,21069
16173,21066,21069
2711,20235,21069
2711,20790,21069
2711,16173,21069
20235,20790,21069
16173,20235,21069
16173,20790,21069
1161,21066,73353
1161,20882,73353
1161,16173,73353
1161,20790,73353
1161,20882,21066
1161,16173,20882
1161,20790,20882
20882,21066,73353
16173,21066,73353
20790,21066,73353
16173,20882,73353
20790,20882,73353
16173,20790,73353
16173,20882,21066
20790,20882,21066
16173,20790,20882
1161,2711,30119
1161,1169,5928
1161,1266,5928
1161,5928,21126
1161,1169,1266
1161,1169,21126
1161,1266,21126
1169,1266,5928
1169,5928,21126
1266,5928,21126
1169,1266,21126
1161,5928,21276
1161,5928,11853
1161,1169,21276
1161,1169,11853
1161,11853,21276
1169,5928,21276
1169,5928,11853
5928,11853,21276
1169,11853,21276
1161,5928,16173
1161,1266,16173
1161,16173,21126
1266,5928,16173
5928,16173,21126
1266,16173,21126
1161,16173,21276
1161,11853,16173
5928,16173,21276
5928,11853,16173
11853,16173,21276
1161,21066,73396
1161,20790,33596
1161,20235,33596
1161,16173,33596
1161,20882,33596
1161,6441,33596
1161,6441,20790
1161,20235,20882
1161,6441,20235
1161,6441,16173
1161,6441,20882
20235,20790,33596
16173,20790,33596
20790,20882,33596
6441,20790,33596
16173,20235,33596
20235,20882,33596
6441,20235,33596
16173,20882,33596
6441,16173,33596
6441,20882,33596
16173,20235,20882
6441,16173,20882
1161,21276,33596
1161,20790,21276
1161,20235,21276
1161,6441,21276
20790,21276,33596
20235,21276,33596
16173,21276,33596
6441,21276,33596
16173,20790,21276
16173,20235,21276
6441,16173,21276
1161,2711,33596
1161,2711,21276
2711,20790,33596
2711,20235,33596
2711,16173,33596
2711,21276,33596
2711,20790,21276
2711,20235,21276
2711,16173,21276
1161,21276,46683
1161,1266,46683
1161,1266,21066
1266,21066,46683
1161,21066,94814
1161,20790,94814
20790,21066,94814
1161,21066,73198
1161,20790,73198
20790,21066,73198
1161,13025,73207
1161,13025,21066
13025,21066,73207
1161,20989,32127
1161,20882,32127
1161,20882,20989
20882,20989,32127
6441,20875,33928
20744,20875,33928
6441,20744,33928
6441,20744,20875
20458,20875,33928
20458,20744,33928
20458,20744,20875
1169,6490,30210
1169,20424,30210
1169,6490,20424
6490,20424,30210
1169,18173,64005
1169,20979,60424
1169,60424,63988
1169,2711,60424
1169,25099,63881
1169,20235,25099
1169,25099,64018
1169,20989,25099
1169,20235,64018
1169,20235,20989
1169,20989,64018
20235,25099,64018
20235,20989,25099
20989,25099,64018
20235,20989,64018
1169,38512,64018
1169,20882,64018
20882,38512,64018
1169,20235,20882
1169,20882,20989
20235,20882,64018
20882,20989,64018
20235,20882,20989
1169,2711,64018
1169,2711,20235
1169,2711,20882
2711,20235,64018
2711,20882,64018
2711,20235,20882
1169,20866,108564
1169,21006,108564
1169,1266,108564
1169,1266,21006
1266,21006,108564
1169,63995,108564
1169,21276,108564
1169,6424,64037
1169,21066,64037
1169,20882,64037
1169,20882,21066
20882,21066,64037
1169,21066,64039
1169,24617,30949
1169,7879,24617
1169,62223,64055
1169,2711,38462
1169,20235,38462
1169,18106,38462
1169,21276,38462
1169,2711,18106
1169,2711,21276
1169,18106,20235
1169,20235,21276
1169,18106,21276
2711,20235,38462
2711,18106,38462
2711,21276,38462
18106,20235,38462
18106,21276,38462
2711,18106,20235
2711,18106,21276
18106,20235,21276
1169,5235,64067
1169,21214,64076
1169,7888,64090
1169,1266,64090
1169,1266,7888
1266,7888,64090
1169,2711,64090
1169,2711,7888
2711,7888,64090
1169,20882,64090
2711,20882,64090
1169,20235,64092
1169,13025,64092
1169,21066,64092
1169,13025,20235
1169,20235,21066
1169,13025,21066
13025,20235,64092
20235,21066,64092
13025,21066,64092
13025,20235,21066
1169,6463,64092
1169,6463,20235
6463,20235,64092
6463,21066,64092
6463,20235,21066
1169,20999,64092
1169,20235,20999
20235,20999,64092
1169,15578,38512
1169,11853,38512
1169,6441,30930
1169,20030,30930
1169,13847,30930
1169,6441,20030
1169,6441,13847
1169,13847,20030
6441,20030,30930
6441,13847,30930
13847,20030,30930
6441,13847,20030
1169,21066,30949
1169,20328,30949
1169,20328,21066
20328,21066,30949
1169,37195,37610
1169,6424,37610
1169,6424,37195
6424,37195,37610
1169,20374,37610
1169,21276,37610
1169,20374,21276
20374,21276,37610
1169,18106,37610
1169,11853,37610
1169,6424,18106
1169,11853,18106
1169,6424,11853
6424,18106,37610
11853,18106,37610
6424,11853,37610
6424,11853,18106
18106,21276,37610
11853,21276,37610
11853,18106,21276
1169,20882,62223
1169,5928,7888
1266,5928,7888
1169,3156,5928
1169,1266,3156
1266,3156,5928
311,1169,6487
311,1169,20030
1169,6487,20030
311,6487,20030
311,1169,6490
311,1169,7888
311,1169,21214
1169,6490,7888
1169,6490,21214
1169,7888,21214
311,6490,7888
311,6490,21214
311,7888,21214
6490,7888,21214
311,1169,15578
311,1169,20424
1169,6490,15578
1169,15578,20424
311,6490,15578
311,6490,20424
311,15578,20424
6490,15578,20424
311,1169,20328
311,1169,20781
311,1169,27260
1169,20328,20781
1169,20328,27260
1169,7888,20328
1169,20781,27260
1169,7888,20781
1169,7888,27260
311,20328,20781
311,20328,27260
311,7888,20328
311,20781,27260
311,7888,20781
311,7888,27260
20328,20781,27260
7888,20328,20781
7888,20328,27260
7888,20781,27260
311,617,1169
617,1169,7828
617,1169,20444
617,1169,5447
311,617,7828
311,617,20444
311,617,5447
617,7828,20444
617,5447,7828
617,5447,20444
617,1169,13847
617,1169,20235
311,617,13847
617,7828,13847
617,7828,20235
617,13847,20444
617,20235,20444
617,13847,20235
311,1169,21126
617,1169,21126
1169,7828,21126
1169,20444,21126
1169,13847,21126
311,617,21126
311,7828,21126
311,20444,21126
311,13847,21126
617,7828,21126
617,20444,21126
617,13847,21126
7828,20444,21126
7828,13847,21126
13847,20444,21126
617,1169,21214
1169,7828,21214
1169,13847,21214
311,617,21214
311,7828,21214
311,13847,21214
617,7828,21214
617,13847,21214
7828,13847,21214
617,1169,20781
617,1169,7888
617,1169,27260
311,617,20781
311,617,7888
311,617,27260
617,7888,20781
617,20781,27260
617,7888,27260
311,1169,6441
617,1169,20030
617,1169,6441
311,617,20030
311,6441,20030
311,13847,20030
617,6441,20030
617,13847,20030
617,6441,13847
311,1169,5235
617,1169,20424
617,1169,5235
1169,5235,20424
1169,6441,20424
1169,5235,6441
311,617,20424
311,617,5235
311,5235,20424
311,6441,20424
311,5235,6441
617,5235,20424
617,6441,20424
617,5235,6441
5235,6441,20424
311,1169,21354
311,1169,5595
1169,20235,21354
1169,6441,21354
1169,5595,21354
1169,13847,21354
1169,7828,21354
1169,6441,20235
1169,5595,20235
1169,5595,6441
1169,6441,7828
1169,5595,13847
1169,5595,7828
311,20235,21354
311,6441,21354
311,5595,21354
311,13847,21354
311,7828,21354
311,5595,20235
311,5595,6441
311,5595,13847
311,5595,7828
6441,20235,21354
5595,20235,21354
13847,20235,21354
7828,20235,21354
5595,6441,21354
6441,13847,21354
6441,7828,21354
5595,13847,21354
5595,7828,21354
7828,13847,21354
5595,6441,20235
6441,7828,20235
5595,13847,20235
5595,7828,20235
5595,6441,13847
5595,6441,7828
6441,7828,13847
5595,7828,13847
311,1169,18173
1169,18173,21354
1169,18173,20235
1169,5595,18173
1169,13847,18173
1169,7828,18173
311,18173,21354
311,5595,18173
311,7828,18173
18173,20235,21354
5595,18173,21354
13847,18173,21354
7828,18173,21354
5595,18173,20235
7828,18173,20235
5595,13847,18173
5595,7828,18173
7828,13847,18173
1169,21126,37195
1169,20395,37195
1169,21066,37195
1169,20882,37195
20882,21066,37195
1169,18267,63881
1169,18267,20882
1169,18267,21066
1169,20882,63881
1169,21066,63881
18267,20882,63881
18267,21066,63881
18267,20882,21066
20882,21066,63881
1169,3156,18267
1169,18267,20328
1169,3156,20328
1169,3156,21066
3156,18267,20328
3156,18267,21066
18267,20328,21066
3156,20328,21066
1169,21066,30098
1169,2711,30098
1169,2711,21066
2711,21066,30098
1169,20781,63890
1169,20328,63897
1169,63897,63984
1169,21066,63969
1169,20882,63969
20882,21066,63969
1169,6463,63984
1169,5204,63988
1169,20200,63995
1169,18563,63995
1169,18563,20200
18563,20200,63995
1177,3222,9110
1177,1959,11291
1177,5178,6280
1177,5873,27589
1180,2050,32591
1180,8706,70730
5206,6332,8706
1180,1455,6332
1180,1455,8706
1455,6332,8706
1180,3100,26001
1180,8706,26001
3100,8706,26001
1180,1959,5659
1183,1922,6332
1183,6332,69545
1183,1455,6332
1183,9110,27456
20257,92263,656547
20257,179784,656547
92263,179784,656547
20257,92263,179784
20257,30114,656547
30114,92263,656547
92263,116548,656547
20257,92263,116548
20257,209823,656547
92263,209823,656547
20257,92263,209823
20257,114505,656547
20257,117225,656547
114505,117225,656547
20257,114505,117225
30114,114505,656547
20257,30114,114505
20257,94615,656547
94615,114505,656547
20257,94615,114505
117225,209823,656547
20257,117225,209823
20257,95695,656547
30114,95695,656547
20257,30114,95695
5274,20257,656547
5274,95695,656547
5274,20257,95695
5274,116548,656547
5274,20257,116548
37189,209823,656547
37189,116548,656547
37189,95695,656547
36073,167591,656547
5274,167591,656547
5447,116548,656547
5447,36073,656547
36073,116548,656547
5447,36073,116548
5274,5447,656547
5274,5447,116548
5447,92263,656547
5447,92263,116548
36073,179784,656547
30114,36073,656547
36073,211924,656547
36073,94615,656547
20012,30114,656547
5274,20012,656547
104435,116548,656547
92263,211924,656547
5274,167609,656547
94615,167609,656547
1191,23705,25098
1191,18303,25098
1191,18303,23705
18303,23705,25098
1191,1923,3081
1203,71108,71175
1203,5274,62851
1203,5274,20781
1203,20781,71243
1219,4631,11192
1219,2845,59041
1219,53223,56862
1235,21066,75034
1235,20790,21066
1235,20790,75034
20790,21066,75034
1235,21066,46683
30030,34001,37291
1244,73954,74360
1244,73977,74258
1244,73992,74376
1244,74011,74233
1244,12016,74014
1244,74019,74162
1244,74019,74090
1244,74019,74322
1244,74019,74029
1244,74090,74162
1244,74162,74322
1244,74029,74162
1244,74090,74322
1244,74029,74090
1244,74029,74322
74019,74090,74162
74019,74162,74322
74019,74029,74162
74019,74090,74322
74019,74029,74090
74019,74029,74322
74090,74162,74322
74029,74090,74162
74029,74162,74322
74029,74090,74322
1244,74028,74118
1244,21886,74044
1244,74045,74500
1244,74052,74139
1244,74058,74170
1244,74058,74346
1244,74170,74346
74058,74170,74346
1244,74086,74429
1244,74090,74357
1244,74141,74250
1244,74142,74169
1244,74142,74222
1244,74169,74222
74142,74169,74222
1244,74142,74243
1244,61408,74154
1244,74159,74490
1244,74176,74201
1244,74184,74478
1244,74196,74449
1244,39439,74456
1244,74277,74351
1244,70753,74278
1244,74300,74439
1244,74333,74422
1244,74450,74491
1244,12016,74461
1244,12016,74479
1244,12016,42977
1274,7791,9243
1274,3169,25725
1274,7791,25725
1274,18685,25725
1274,7791,18685
7791,18685,25725
1274,25725,80751
1274,25725,43967
1274,6795,18842
1274,3169,18842
3169,6795,18842
1274,3169,81069
1274,3169,6323
1274,6323,80657
1274,3169,80657
3169,6323,80657
1274,3169,3308
1274,3308,18842
3169,3308,18842
1274,3308,18685
1274,6899,80649
1274,3169,24390
1274,3169,80759
1274,7791,21884
1274,3169,22409
1274,3169,6045
1274,3547,5564
311,1274,3547
311,1274,5564
311,3547,5564
7887,20867,99646
11917,21066,99646
7887,24617,99646
11903,24617,99646
7887,11903,99646
7887,11903,24617
15756,20484,132497
15756,132497,177007
20484,37189,132497
3426,37189,132501
3426,21179,132507
3426,18288,132512
3426,11858,132512
1847,99752,99770
20033,99752,99770
1847,20033,99752
1847,20033,99770
20364,99752,99770
1847,20364,99752
1847,20364,99770
5274,20257,132520
5274,37278,132520
20257,37278,132520
5274,20257,37278
3426,5274,132520
3426,37189,132520
3426,18288,132522
1455,1491,39161
1847,20426,99762
1847,20033,99762
20033,20426,99762
1847,20033,20426
1847,99762,99770
20033,99762,99770
1847,20364,99762
20364,99762,99770
4389,20257,132531
4389,11810,132531
4389,20364,132531
4389,20599,132531
20257,64620,132531
11810,23130,132531
23130,132531,169980
20599,23130,132531
3426,37189,132533
3426,5274,132535
3426,77460,132535
5274,77460,132535
3426,5274,77460
3426,91325,132535
38391,132535,186596
20257,99770,237834
20364,99770,216517
20364,20421,99770
20364,21892,99770
1847,21892,99770
1847,20364,21892
2711,20509,99770
2711,30292,99770
20509,30292,99770
2711,20509,30292
6624,20257,99770
20257,47550,99770
20257,21892,99770
1847,20257,99770
1847,20257,21892
20257,59958,99770
30292,47550,99770
20033,21892,99770
1847,20033,21892
6474,94788,99770
21118,99770,246990
1847,72545,99770
21600,37189,132538
3426,37189,132538
20781,37189,132538
5274,20012,132538
20012,20781,132538
5274,20781,132538
5274,20012,20781
3426,5274,132538
20458,99797,179657
11932,20414,99797
20414,99797,208798
5235,6656,99798
5235,13025,99798
13025,99798,104245
13025,91950,99798
7828,13025,99798
13025,18173,99798
7828,91950,99798
18173,91950,99798
7828,18173,99798
7828,13025,91950
13025,18173,91950
7828,13025,18173
7828,18173,91950
5235,20804,99798
18173,36713,99798
5235,14070,99798
11853,22322,99805
69488,96718,263667
92012,96718,263667
1529,1936,70611
1588,3873,78626
1588,4736,68016
1603,4784,14251
1605,3100,17795
1605,3100,3222
1605,3222,9110
3100,3222,9110
75026,78583,296523
1638,3100,62448
311,1643,20206
1643,3696,20206
311,3696,20206
1643,4936,10239
20257,20913,165506
20913,37291,165506
11932,165517,210667
1707,7390,7812
21066,165547,251586
6268,21066,165547
1710,2823,13341
5060,16173,165554
1922,27977,100095
1805,3231,5564
18793,231206,231226
37189,231206,231226
1846,21344,75782
1846,75782,84145
1846,21344,84145
21344,75782,84145
1846,70414,75782
1846,21344,70414
21344,70414,75782
1846,94219,95168
1846,20328,94219
1846,2711,94219
1846,2711,20328
2711,20328,94219
1846,23130,51212
1846,11287,51212
1846,11287,23130
11287,23130,51212
1846,5274,94228
1846,20839,94232
1846,20790,94232
1846,21066,94232
1846,20790,21066
20790,21066,94232
1846,5274,94232
1846,2429,94232
1846,2429,5274
2429,5274,94232
1846,92212,94729
1846,6441,92212
1846,6441,94729
6441,92212,94729
1846,11810,92212
1846,6441,11810
6441,11810,92212
1846,18173,92212
1846,11810,18173
11810,18173,92212
1846,6441,94299
1846,11810,94299
1846,6473,94299
1846,6441,6473
1846,6473,11810
6441,11810,94299
6441,6473,94299
6473,11810,94299
6441,6473,11810
1846,11287,94299
1846,6441,11287
1846,11287,11810
6441,11287,94299
11287,11810,94299
6441,11287,11810
1846,37291,94299
1846,20115,94299
1846,6441,37291
1846,6441,20115
1846,20115,37291
6441,37291,94299
6441,20115,94299
20115,37291,94299
1846,93707,94299
1846,20257,94299
1846,5274,94299
1846,20257,93707
1846,5274,93707
1846,5274,20257
20257,93707,94299
5274,93707,94299
5274,20257,94299
5274,20257,93707
1846,37291,93707
37291,93707,94299
1846,18173,94299
1846,18173,20257
18173,20257,94299
1846,6473,18173
11810,18173,94299
6473,18173,94299
6473,11810,18173
1846,37278,94299
1846,6473,37278
1846,11810,37278
6473,37278,94299
11810,37278,94299
6473,11810,37278
1846,11287,37278
11287,37278,94299
11287,11810,37278
1846,37278,37291
1846,20115,37278
37278,37291,94299
20115,37278,94299
1846,5274,37278
1846,20257,37278
5274,37278,94299
20257,37278,94299
1846,5274,20115
5274,20115,94299
5274,20115,37278
1846,5274,11287
5274,11287,94299
1846,20257,92263
1846,20328,92263
1846,92263,93660
1846,20257,20328
1846,20257,93660
1846,20328,93660
20257,20328,92263
20257,92263,93660
20328,92263,93660
20257,20328,93660
1846,11905,92263
1846,6624,92263
1846,92263,93297
1846,11905,20257
1846,6624,20257
1846,20257,93297
1846,6624,11905
1846,11905,93297
1846,6624,93297
11905,20257,92263
20257,92263,93297
6624,11905,92263
11905,92263,93297
6624,92263,93297
6624,11905,20257
11905,20257,93297
6624,20257,93297
6624,11905,93297
1846,30050,92263
1846,92263,95658
1846,20257,30050
1846,20257,95658
1846,11905,30050
1846,11905,95658
1846,30050,95658
20257,30050,92263
20257,92263,95658
11905,30050,92263
11905,92263,95658
30050,92263,95658
11905,20257,30050
11905,20257,95658
20257,30050,95658
11905,30050,95658
1846,11905,93660
1846,30050,93660
11905,92263,93660
30050,92263,93660
11905,20257,93660
20257,30050,93660
11905,30050,93660
1846,92263,92962
1846,20257,92962
1846,11905,92962
1846,30050,92962
20257,92263,92962
11905,92263,92962
30050,92263,92962
11905,20257,92962
20257,30050,92962
11905,30050,92962
1846,77460,92263
1846,20257,77460
1846,11905,77460
1846,77460,93660
20257,77460,92263
11905,77460,92263
77460,92263,93660
11905,20257,77460
20257,77460,93660
11905,77460,93660
1846,92263,93707
20257,92263,93707
1846,92263,95009
1846,30030,92263
1846,30030,95009
30030,92263,95009
1846,92263,93768
1846,30050,93768
30050,92263,93768
1846,2153,92263
1846,20426,92263
1846,20328,20426
20328,20426,92263
1846,75280,92263
1846,30292,92263
1846,38391,92263
1846,38391,93707
38391,92263,93707
1846,38391,93660
38391,92263,93660
1846,2153,20952
1846,2153,16173
1846,16173,20952
2153,16173,20952
1846,2153,5274
1846,2153,84145
1846,5274,84145
2153,5274,84145
1846,2153,20698
1846,5274,20698
2153,5274,20698
1846,2153,20395
1846,5274,20395
2153,5274,20395
1846,2153,20509
1846,5274,16173
1846,5274,20509
1846,16173,20509
2153,5274,16173
2153,5274,20509
2153,16173,20509
5274,16173,20509
1846,62720,84145
1846,5595,84145
1846,21344,62720
1846,5595,62720
1846,5595,21344
21344,62720,84145
5595,62720,84145
5595,21344,84145
5595,21344,62720
1846,84145,95336
1846,84145,93707
1846,5274,21344
1846,21344,93707
5274,21344,84145
5274,84145,93707
21344,84145,93707
5274,21344,93707
1846,5274,5595
5274,5595,84145
5274,5595,21344
1846,84145,95221
1846,5274,95221
5274,84145,95221
1846,30030,84145
1846,5274,30030
5274,30030,84145
1846,24763,30292
1846,60161,63679
1846,62851,63679
1846,21344,63679
1846,21344,62851
21344,62851,63679
1846,25098,63679
1846,20200,63679
1846,20200,25098
20200,25098,63679
1846,63679,94729
1846,21344,94729
21344,63679,94729
1846,20012,94405
